0.328081811	0.257214084	0.113661775
0.385365937	0.35517901	0.087822878
0.455669182	0.582252033	0.087814239
0.552010666	0.116987745	0.160138963
0.565029786	0.48890027	0.139483395
0.648352151	0.498955929	0.149824137
0.687409509	0.906944427	0.3099631
0.695220981	0.41616952	0.129125375
0.770731874	0.3384023	0.12398524
0.830619823	0.544845673	0.160147601
0.838431295	0.348509793	0.470110701
1.007679848	0.229129077	0.118819188
1.163909282	0.249274951	0.139492034
1.468556678	0.191437633	0.144649446
1.713316125	-0.02118254	0.216965531
