0.1097	7.01E-02	1.05E-03
0.1109	6.63E-02	1.92E-03
0.1168	6.76E-02	1.80E-03
0.1285	5.39E-02	4.00E-04
0.1308	4.84E-02	8.72E-04
0.1355	4.48E-02	8.51E-04
0.1432	3.93E-02	6.68E-04
0.1542	3.23E-02	6.14E-04
0.1557	3.24E-02	1.00E-03
0.1557	3.55E-02	4.00E-04
0.1623	2.87E-02	4.31E-04
0.1768	2.28E-02	5.02E-04
0.1821	2.07E-02	3.11E-04
0.1908	1.86E-02	2.78E-04
0.1946	1.80E-02	6.00E-04
0.2199	1.25E-02	1.87E-04
0.2242	1.16E-02	1.75E-04
0.2335	1.05E-02	2.00E-03
0.2337	9.18E-03	5.32E-04
0.2398	9.86E-03	5.00E-04
0.2456	8.90E-03	1.69E-04
0.2492	8.42E-03	1.60E-04
0.2569	7.57E-03	4.50E-04
0.2678	6.73E-03	1.01E-04
0.2725	5.71E-03	3.20E-04
0.2740	6.40E-03	4.10E-04
0.2788	5.74E-03	9.31E-05
0.2903	5.03E-03	7.54E-05
0.2920	5.39E-03	3.80E-04
0.3082	4.17E-03	6.70E-05
0.3113	3.63E-03	1.82E-04
0.3131	3.96E-03	5.94E-05
0.3376	3.15E-03	8.19E-05
0.3588	2.41E-03	5.07E-05
0.3659	2.34E-03	7.03E-05
0.3797	2.05E-03	1.50E-04
0.4051	1.56E-03	3.59E-05
0.4244	1.49E-03	1.20E-04
0.4293	1.29E-03	8.00E-05
0.4516	1.04E-03	2.91E-05
0.4556	1.08E-03	6.00E-05
0.4671	8.95E-04	1.07E-04
0.4834	9.26E-04	6.80E-05
0.4997	7.79E-04	3.40E-05
0.5062	7.79E-04	6.30E-05
0.5416	5.40E-04	1.84E-05
0.5731	4.29E-04	3.69E-05
0.5997	4.63E-04	4.50E-05
0.6003	4.56E-04	4.15E-05
0.6256	3.58E-04	3.40E-05
0.6260	3.50E-04	1.57E-05
0.6486	2.81E-04	2.53E-05
0.6569	3.23E-04	1.29E-05
0.6730	2.76E-04	2.58E-05
0.6929	2.56E-04	1.50E-05
0.7031	2.33E-04	1.19E-05
0.7035	2.17E-04	2.11E-05
0.7312	1.58E-04	1.79E-05
0.7598	1.93E-04	2.06E-05
0.7785	1.71E-04	4.39E-05
0.7799	1.77E-04	7.00E-06
0.7860	1.94E-04	7.90E-06
0.7914	1.59E-04	1.87E-05
0.7999	2.31E-04	2.20E-05
0.8194	1.30E-04	1.48E-05
0.8208	1.52E-04	9.00E-06
0.8493	1.13E-04	1.47E-05
0.8790	9.33E-05	1.50E-05
0.9100	1.08E-04	1.87E-05
0.9438	7.01E-05	1.76E-05
0.9477	9.69E-05	5.80E-06
0.9880	6.75E-05	1.62E-05
0.9998	8.95E-05	7.70E-06
0.9998	7.10E-05	2.10E-06
1.0200	8.83E-05	3.96E-06
1.0676	4.38E-05	1.67E-05
1.0758	6.52E-05	3.90E-06
1.1776	5.19E-05	2.24E-06
1.2025	4.56E-05	2.70E-06
1.2029	5.40E-05	1.49E-05
1.2996	1.77E-05	2.60E-06
1.3276	2.57E-05	1.34E-05
1.3308	2.96E-05	1.80E-06
1.4997	2.04E-05	1.60E-06
1.5094	2.09E-05	1.02E-06
1.5494	1.56E-05	1.00E-06
1.7495	9.05E-06	7.80E-07
1.7794	8.62E-06	5.20E-07
1.7894	9.77E-06	5.56E-07
1.9995	4.74E-06	3.70E-07
2.3762	1.78E-06	1.10E-07
2.4994	1.43E-06	1.40E-07
2.9995	5.02E-07	5.50E-08
3.0392	3.32E-07	2.60E-08
3.4447	1.35E-07	1.20E-08
3.9553	5.23E-08	5.90E-09
3.9993	5.12E-08	1.16E-08
4.4435	2.04E-08	3.10E-09
4.9495	7.90E-09	1.41E-09
5.3525	3.46E-09	7.50E-10
5.9536	2.85E-09	8.10E-10
