0.057102534	0.783214599	0.206655865	0.12615074
0.077122784	0.618689239	0.163102715	0.09974534
0.126171975	0.386061185	0.074204175	0.06212318
0.148459404	0.34296882	0.065772813	0.071651143
0.255799671	0.190020231	0.023603078	0.03967064
0.301265831	0.133494655	0.025629852	0.021501705
0.350362947	0.105433035	0.02021941	0.016981879
0.414225569	0.074042799	0.019519624	0.008180933
0.477385067	0.058467793	0.011225325	0.009417285
0.489465489	0.049032675	0.009403237	0.010236582
0.564353032	0.038711545	0.007440681	0.006235188
0.590648633	0.030607445	0.00586974	0.004929877
0.624015499	0.032423261	0.004027407	0.005217401
0.69410506	0.020261516	0.00688999	0.00326348
0.767541997	0.017990099	0.006113205	0.005328541
0.775203961	0.015999478	0.003071765	0.00176777
0.837071228	0.012640858	0.002426938	0.001396679
0.926051443	0.00887895	0.001704684	0.001853664
0.993342934	0.008361911	0.00220634	0.002121926
1.010662433	0.007435306	0.001427516	0.001197589
1.081286089	0.005225415	0.001003236	0.00084085
1.210576197	0.002902495	0.000557255	0.000467056
1.287757118	0.002039827	0.000538221	0.000328551
1.490344568	0.001430434	0.000274631	0.000230397
1.619497214	0.000842754	0.000222559	0.000135612
1.732036651	0.000329701	6.32999E-05	9.76552E-05
1.966314065	0.000172533	7.26097E-05	6.45199E-05
