0.027981201	0.612680478	0.063071357	0.083743103
0.049744357	0.456640543	0.04700809	0.062415072
0.09536788	0.279774746	0.044294857	0.026112801
0.114813068	0.229986385	0.0364122	0.0214658
0.159112037	0.14798332	0.023429206	0.007075151
0.210622466	0.100000	0.010294331	0.013668316
0.243294795	0.086331684	0.008887269	0.008057775
0.301409598	0.037537737	0.012827126	0.005130776
0.330329024	0.03574304	0.009921014	0.006360786
0.494794466	0.014798332	0.003203601	0.013318499
0.550591299	0.012164839	0.001925977	0.00471168
0.65020879	-0.001158323	0.00132154	0.001505663
0.678171595	0.001714125	0.00168929	0.001525067
0.765592152	-0.002536619	0.000822494	0.000549137
0.834634524	-0.001554137	0.001074568	0.00124361
0.998732034	-0.003942255	0.000701559	0.000624151
1.168256536	-0.003403415	0.000317658	0.000736785
1.473363847	-0.003085757	0.000421771	0.000668017
1.473363847	-0.004348083	0.00059431	0.000447606
1.71134203	-0.001890583	0.000336446	0.000409281
1.71134203	-0.003240696	0.000442949	0.000162719
