0.050054774	11.60112594	5.129810491	4.35870296
0.098647149	8.445972719	1.435723357	0.83805284
0.118472838	6.162975307	1.047638666	0.894567181
0.160104933	5.538797188	0.611130489	0.550401242
0.160104933	4.492689165	0.495706781	1.034330685
0.2119368	3.450474227	0.380712622	0.501804248
0.236371822	2.267962123	0.25023859	0.522426839
0.303290464	2.647010069	0.292061345	0.811889157
0.337369916	1.931507268	0.2131154	0.725497315
0.4978821	0.640575577	0.149284692	0.093069986
0.566911039	0.467119421	0.079405213	0.067803242
0.647324478	0.37815445	0.064282137	0.071471718
0.703895258	0.322790679	0.035615535	0.046898641
0.777940781	0.235423241	0.040019386	0.044464192
0.831975502	0.211786942	0.023367791	0.040000024
1.022291009	0.112601318	0.019140997	0.016344288
1.175546731	0.077848265	0.013233357	0.017912869
1.472099052	0.018857692	0.005639985	0.00645059
1.482557983	0.031819288	0.007409017	0.004623062
1.722021205	0.007324352	0.004406098	0.003205566
1.722021205	0.023161634	0.003937225	0.005332394
